-1428,-812
-1481,-825
-1539,-840
-1589,-850
-1639,-858
-1717,-880
-1777,-892
0,0
0,0
-1992,-936
-2085,-957
-2168,-973
-2299,-983
-2395,-999
-2469,-1005
-2470,-981
-2455,-950
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-2996,-897
-2995,-869
0,0
0,0
-2497,-655
-2505,-634
0,0
0,0
0,0
-2856,-619
-2851,-592
0,0
0,0
-2474,-423
0,0
0,0
0,0
-2996,-405
-3002,-380
-3011,-354
-3011,-328
0,0
-2580,-235
-2572,-212
0,0
0,0
0,0
0,0
0,0
-3044,-63
-3066,-37
-3069,-11
-3081,15
-3090,42
-3099,69
-3174,98
-3240,159
-3238,186
-3247,215
-3254,244
-3249,271
-3243,299
-3241,327
-3244,355
-3239,383
-3247,412
-3244,440
-3241,468
223,-230
223,-234
223,-237
224,-243
224,-247
0,0
0,0
0,0
214,-253
208,-251
209,-257
209,-261
207,-268
0,0
0,0
0,0
266,-371
263,-373
259,-374
254,-373
250,-375
246,-375
242,-376
237,-377
230,-380
226,-381
222,-381
218,-382
214,-383
210,-383
206,-385
203,-386
199,-386
195,-387
191,-388
187,-388
179,-390
175,-390
171,-390
168,-391
164,-392
160,-393
157,-393
153,-394
149,-395
145,-394
142,-396
138,-397
131,-398
128,-400
124,-400
120,-401
117,-401
113,-402
109,-402
106,-404
102,-404
99,-405
95,-404
92,-406
84,-407
81,-408
77,-409
74,-409
70,-409
67,-410
63,-411
60,-412
56,-413
53,-413
49,-414
46,-415
38,-415
35,-416
31,-417
27,-419
24,-418
20,-419
17,-420
13,-420
9,-421
6,-422
2,-423
-1,-423
-8,-425
-12,-426
-16,-427
-20,-428
-23,-430
-27,-430
-31,-430
-35,-432
-39,-433
-43,-434
-46,-434
-50,-437
-58,-437
-63,-439
-67,-439
-70,-440
-74,-440
-79,-442
-83,-443
-87,-445
-91,-446
-95,-446
-100,-448
-104,-449
-113,-449
-117,-450
-122,-452
-126,-454
-131,-455
-136,-457
-141,-459
-145,-461
-149,-460
-155,-463
-159,-462
-164,-464
-174,-464
-179,-465
-184,-467
-190,-469
-195,-471
-200,-472
-207,-475
-212,-476
-218,-478
-225,-482
-230,-481
-236,-484
-246,-482
-253,-485
-259,-487
-267,-491
-273,-492
-280,-494
-286,-496
-293,-497
-301,-501
-309,-504
-316,-506
-324,-508
-337,-509
-345,-512
-353,-514
-362,-516
-371,-520
-379,-522
-388,-525
-398,-528
-408,-533
-418,-536
-429,-541
-439,-543
-456,-544
-467,-547
-479,-552
-491,-556
-504,-561
-516,-564
-529,-569
-545,-575
-559,-580
-574,-586
-589,-591
-605,-597
-628,-597
-645,-603
-663,-609
-682,-615
-701,-622
-721,-629
-745,-639
-767,-646
-788,-652
-811,-660
-837,-669
-862,-677
-895,-677
-922,-685
-951,-694
-979,-701
-1010,-711
-1046,-722
-1081,-732
-1120,-745
-1157,-755
-1199,-767
-1238,-777
-1287,-793
-1337,-791
-1388,-805
-1435,-815
-1495,-832
-1548,-844
-1600,-855
-1650,-863
-1717,-879
-1779,-892
0,0
0,0
-2004,-940
-2119,-948
0,0
-2333,-995
-2406,-1002
-2472,-1005
-2467,-978
-2458,-950
0,0
-2690,-986
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-2495,-675
-2500,-653
-2503,-631
0,0
0,0
-2853,-641
-2859,-617
-2857,-563
0,0
0,0
-2476,-421
-2495,-402
0,0
0,0
-2998,-402
-2996,-376
-3004,-350
-3008,-324
-2592,-256
-2576,-208
0,0
-2479,-156
0,0
0,0
0,0
0,0
-3039,-59
-3067,-33
-3074,-6
-3082,19
-3100,47
-3106,103
-3228,135
-3235,164
-3251,193
-3250,221
-3244,249
-3249,278
-3243,306
-3243,334
-3241,362
-3244,391
-3243,420
-3249,479
-3234,505
-3239,535
-3236,563
-3232,592
-3235,621
-3237,651
-3237,680
-3236,709
-3241,740
0,0
-6402,1580
-3181,846
-3203,882
-3204,912
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1948,703
-1952,723
-1943,761
-1935,777
-1944,800
-1940,818
-1945,839
-1942,858
-1942,878
-1939,897
-1941,918
-1945,940
-1946,961
-1947,983
-1941,1024
-1942,1046
-1939,1067
-1936,1087
-1942,1112
-1939,1133
-1938,1155
-1690,1027
-1694,1050
-1696,1072
-1688,1087
-1694,1112
-1699,1160
-1647,1145
-1697,1202
-1636,1180
0,0
-1768,1323
-1737,1323
-1730,1341
-1737,1371
-1758,1412
-1583,1295
0,0
0,0
0,0
0,0
0,0
0,0
-1198,1128
-1191,1141
-1147,1118
-1149,1140
-1169,1179
-1116,1146
-1100,1150
-1087,1178
-1077,1187
-1084,1216
-1087,1241
-1082,1257
-1079,1275
-1055,1269
-1003,1228
-1005,1253
-996,1263
-986,1274
-966,1270
-900,1232
-897,1251
-886,1258
0,0
0,0
0,0
0,0
0,0
0,0
-728,1180
-711,1176
-694,1171
-676,1189
-675,1212
-671,1228
-685,1281
-679,1295
-664,1294
0,0
0,0
-277,577
-272,579
-269,585
-263,586
-254,593
0,0
0,0
0,0
0,0
-499,1316
-488,1319
-475,1318
-466,1328
-457,1339
-448,1349
-395,1225
-383,1263
-375,1273
-338,1185
-327,1185
-317,1190
-312,1213
-300,1209
-286,1195
-285,1235
-277,1250
0,0
0,0
0,0
0,0
-222,1326
-211,1330
-199,1327
-188,1327
-176,1329
-165,1329
-153,1330
-142,1330
-130,1328
-118,1327
-95,1331
-83,1329
-71,1329
-59,1329
-48,1329
-36,1331
-24,1329
-12,1327
-1,1331
10,1329
22,1325
33,1330
58,1329
69,1327
81,1329
93,1328
104,1328
116,1327
128,1329
139,1328
151,1330
163,1330
175,1331
186,1328
211,1328
222,1326
198,1119
203,1094
211,1087
223,1094
232,1090
243,1095
252,1094
262,1092
273,1095
282,1093
303,1089
313,1090
323,1090
334,1091
344,1090
354,1091
364,1088
375,1091
386,1091
396,1090
408,1093
417,1089
439,1086
449,1085
461,1087
471,1084
483,1086
495,1087
505,1084
517,1085
528,1084
540,1084
553,1087
564,1086
585,1078
598,1080
610,1078
621,1076
637,1082
648,1079
662,1081
675,1082
687,1080
700,1080
714,1081
728,1081
751,1073
767,1076
779,1073
793,1073
807,1073
820,1071
837,1075
869,1095
870,1078
869,1058
868,1038
857,1007
872,989
873,972
870,953
870,936
870,919
868,902
867,885
867,870
865,853
864,837
863,822
862,807
869,784
868,770
868,756
867,742
866,728
864,715
864,702
863,689
861,675
862,664
861,652
861,640
865,619
864,607
864,596
199,135
199,132
199,130
199,127
199,125
199,122
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
214,107
213,104
214,102
215,101
210,96
215,96
214,93
215,90
212,86
211,84
214,82
215,81
215,79
216,77
215,74
216,72
215,70
216,68
215,66
217,62
216,60
216,58
216,56
218,55
216,52
216,50
217,48
217,46
216,44
217,43
218,41
217,37
218,35
218,33
218,31
219,29
218,27
218,25
218,23
218,21
219,19
219,17
219,16
219,12
219,10
219,8
219,6
219,4
219,2
220,0
