-345,-442
-350,-440
-357,-441
-363,-441
-369,-440
-376,-441
-382,-440
-389,-440
-395,-440
-402,-439
-409,-440
-416,-440
-427,-435
-429,-430
0,0
-403,-390
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-445,-336
0,0
0,0
0,0
-418,-293
-435,-300
-441,-298
-468,-311
0,0
0,0
0,0
-480,-289
0,0
0,0
0,0
0,0
-490,-267
0,0
0,0
0,0
-539,-263
-537,-257
-538,-251
-539,-246
-536,-239
-547,-238
-545,-232
-548,-228
-552,-224
-557,-220
-564,-217
-575,-216
0,0
0,0
0,0
0,0
-2079,-658
-2122,-652
-2185,-650
-2243,-647
-2310,-645
-2377,-641
-2453,-639
-2532,-636
503,-258
498,-261
492,-263
482,-263
0,0
392,-222
385,-223
382,-225
0,0
0,0
442,-277
434,-277
427,-283
420,-284
414,-286
409,-288
406,-290
0,0
0,0
0,0
0,0
0,0
374,-298
369,-300
361,-304
357,-306
354,-308
348,-309
342,-309
338,-311
334,-312
331,-315
327,-317
322,-317
318,-319
313,-319
307,-325
301,-324
298,-326
0,0
0,0
0,0
0,0
278,-332
273,-332
273,-338
0,0
198,-253
194,-258
189,-256
0,0
176,-248
174,-249
172,-251
170,-252
167,-252
162,-249
160,-251
156,-250
154,-251
148,-252
145,-252
142,-252
139,-251
136,-252
133,-251
132,-254
131,-258
128,-257
125,-256
122,-257
121,-259
116,-261
113,-261
112,-265
114,-275
107,-266
106,-268
104,-272
101,-271
99,-272
96,-271
94,-273
91,-272
86,-273
85,-277
80,-272
78,-272
76,-273
74,-276
72,-277
70,-279
67,-279
67,-291
63,-284
61,-284
56,-287
54,-290
51,-288
49,-289
47,-293
44,-292
41,-293
39,-292
36,-293
34,-298
31,-290
29,-293
23,-294
21,-295
18,-294
16,-296
14,-311
11,-300
8,-299
6,-300
3,-302
0,-306
-1,-311
-4,-316
-10,-312
-12,-309
-15,-309
-18,-313
-21,-314
-23,-314
-26,-314
-29,-316
-33,-327
-34,-315
-37,-317
-40,-318
-46,-319
-50,-323
-55,-335
-56,-325
-59,-326
-62,-329
-66,-332
-69,-332
-73,-338
-75,-334
-79,-338
-82,-336
-88,-335
-92,-337
-95,-338
-101,-349
-104,-347
-107,-346
-112,-352
